Tell me something POSITIVE about APP Aspect,
0,tablet is good
1,love android apps
2,for streaming videos from youtube or netflix its not so good
3,so far
4,cannot play netflix movies on the tablet even though before i bought it i made sure everything said we could
5,so far mostly he has just used free games
Answer 1:,love android apps
Answer 2:,
,
,
Product name:ASUS Transformer Tablet,
Topic ID:16,
Tell me something NEGATIVE about APP Aspect,
0,when i endtask on some apps
1,there are many ugly apps that do not work well
2,install a few more apps  maybe
3,i dont want a  device
4,so far
5,other android devices do with no problem
Answer 1:,there are many ugly apps that do not work well
Answer 2:,
,
,
Product name:ASUS Transformer Tablet,
Topic ID:2,
Tell me something POSITIVE about PRICE Aspect,
0,great tablet for the price
1,not good product
2,great great product
3,worth buying
4,great
5,i love my tablet
Answer 1:,great tablet for the price
Answer 2:,worth buying
,
,
Product name:ASUS Transformer Tablet,
Topic ID:17,
Tell me something NEGATIVE about PRICE Aspect,
0,now i can not send this back
1,it is a waste of money
2,ok for the money
3,what a waste of money
4,thats only  months of use
5,i bought this for my wife last week
Answer 1:,it is a waste of money
Answer 2:,what a waste of money
,
,
Product name:ASUS Transformer Tablet,
Topic ID:3,
Tell me something POSITIVE about BATTERY Aspect,
0,the battery lasts about  hours
1,i know someone that has one
2,great battery life too
3,great battery life also
4,have had it for more than  weeks
5,powerful and has a good battery life
Answer 1:,great battery life too
Answer 2:,powerful and has a good battery life
,
,
Product name:ASUS Transformer Tablet,
Topic ID:18,
Tell me something NEGATIVE about BATTERY Aspect,
0,i tried some temp fixes to try and get it charged again
1,it would charge then stop charging in a contual cycle
2,wont charge
3,another charger is will i have the same problen with that one
4,now i cant turn it on
5,now the power doesnt seem to work
Answer 1:,now the power doesnt seem to work
Answer 2:,it would charge then stop charging in a contual cycle
,
,
Product name:ASUS Transformer Tablet,
Topic ID:7,
Tell me something POSITIVE about MICROSD Aspect,
0,i added a  gig micro sd card
1,plenty of storage space
2,love it
3,hdmi out and mirco sd card slot
4,its easy to use
5,bought this tablet because the specs looked good and it had a micro sd card slot
Answer 1:,plenty of storage space
Answer 2:,bought this tablet because the specs looked good and it had a micro sd card slot
,
,
Product name:ASUS Transformer Tablet,
Topic ID:22,
Tell me something NEGATIVE about MICROSD Aspect,
0,do not buy this tablet
1,i have no sd card installed
2,thus sd storage is not available during debugging
3,i am ordering the micro sd card to boost additionally the speed and
4,another android rubbish
5,at the current price of  for the wifi gb model memory is expandable through a micro sd card
Answer 1:,i am ordering the micro sd card to boost additionally the speed and
Answer 2:,thus sd storage is not available during debugging
