Doc ID, Source, SentenceIndex, ActualSentiment, PredictedSentiment
86,2,2,1,0
87,2,0,0,0
87,2,1,0,0
87,2,2,0,0
87,2,3,0,0
87,2,4,0,0
87,2,5,0,0
87,2,6,0,0
87,2,7,0,0
87,2,8,0,0
87,2,9,0,0
87,2,10,0,0
87,2,11,1,1
87,2,12,1,1
87,2,13,1,1
87,2,14,1,1
87,2,15,1,1
87,2,16,1,1
87,2,17,1,1
88,2,0,0,1
88,2,1,0,1
88,2,2,0,1
88,2,3,0,1
88,2,4,1,0
88,2,5,1,0
88,2,6,1,0
88,2,7,1,0
88,2,8,1,0
89,2,0,0,0
89,2,1,1,1
90,2,0,0,0
90,2,1,0,0
90,2,2,0,0
90,2,3,0,0
91,2,0,0,0
91,2,1,1,1
92,2,0,0,0
92,2,1,0,0
92,2,2,0,0
92,2,3,1,1
92,2,4,1,1
92,2,5,1,1
93,2,0,0,0
93,2,1,0,0
93,2,2,0,0
93,2,3,0,0
93,2,4,0,0
93,2,5,0,0
93,2,6,0,0
93,2,7,0,0
93,2,8,0,0
93,2,9,0,0
93,2,10,0,0
93,2,11,0,0
93,2,12,0,0
94,2,0,0,0
94,2,1,0,0
94,2,2,0,0
94,2,3,0,0
94,2,4,0,0
94,2,5,0,0
94,2,6,0,0
94,2,7,0,0
94,2,8,1,1
94,2,9,1,1
94,2,10,1,1
95,2,0,0,0
95,2,1,0,0
95,2,2,1,0
96,2,0,0,0
96,2,1,0,0
96,2,2,0,0
96,2,3,0,0
96,2,4,0,0
96,2,5,0,0
96,2,6,0,0
96,2,7,0,0
96,2,8,0,0
96,2,9,0,0
96,2,10,0,0
96,2,11,1,1
96,2,12,1,1
96,2,13,1,1
96,2,14,1,1
96,2,15,1,1
96,2,16,1,1
96,2,17,1,1
97,2,0,0,1
97,2,1,0,1
97,2,2,0,1
97,2,3,0,1
97,2,4,1,0
97,2,5,1,0
97,2,6,1,0
97,2,7,1,0
97,2,8,1,0
98,2,0,0,0
98,2,1,1,1
99,2,0,0,0
99,2,1,0,0
99,2,2,0,0
99,2,3,0,0
100,2,0,0,0
100,2,1,1,1
101,2,0,0,0
101,2,1,0,0
101,2,2,0,0
101,2,3,1,1
101,2,4,1,1
101,2,5,1,1
102,2,0,0,0
102,2,1,0,0
102,2,2,0,0
102,2,3,0,0
102,2,4,0,0
102,2,5,0,0
102,2,6,0,0
102,2,7,0,0
102,2,8,0,0
102,2,9,0,0
102,2,10,0,0
102,2,11,0,0
102,2,12,0,0
103,2,0,0,0
103,2,1,0,0
103,2,2,0,0
103,2,3,0,0
103,2,4,0,0
103,2,5,0,0
103,2,6,0,0
103,2,7,0,0
103,2,8,1,1
103,2,9,1,1
103,2,10,1,1
104,2,0,0,0
104,2,1,0,0
104,2,2,1,0
105,2,0,0,0
105,2,1,0,0
105,2,2,0,0
105,2,3,0,0
105,2,4,0,0
105,2,5,0,0
105,2,6,0,0
105,2,7,0,0
105,2,8,0,0
105,2,9,0,0
105,2,10,0,0
105,2,11,1,1
105,2,12,1,1
105,2,13,1,1
105,2,14,1,1
105,2,15,1,1
105,2,16,1,1
105,2,17,1,1
106,2,0,0,1
106,2,1,0,1
106,2,2,0,1
106,2,3,0,1
106,2,4,1,0
106,2,5,1,0
106,2,6,1,0
106,2,7,1,0
106,2,8,1,0
107,2,0,0,0
107,2,1,1,1
108,2,0,0,1
108,2,1,1,0
108,2,2,1,0
109,2,0,0,0
109,2,1,0,0
109,2,2,0,0
109,2,3,0,0
109,2,4,0,0
109,2,5,0,0
109,2,6,0,0
109,2,7,0,0
109,2,8,0,0
109,2,9,0,0
109,2,10,0,0
109,2,11,1,1
109,2,12,1,1
109,2,13,1,1
109,2,14,1,1
109,2,15,1,1
109,2,16,1,1
109,2,17,1,1
109,2,18,1,1
109,2,19,1,1
109,2,20,1,1
110,2,0,0,0
110,2,1,1,1
111,2,0,0,0
111,2,1,0,0
111,2,2,0,0
111,2,3,0,0
111,2,4,0,0
111,2,5,0,0
111,2,6,0,0
111,2,7,0,0
111,2,8,1,1
111,2,9,1,1
111,2,10,1,1
112,2,0,0,1
112,2,1,1,1
112,2,2,1,0
112,2,3,1,0
113,2,0,0,0
113,2,1,0,0
113,2,2,1,0
114,2,0,0,0
114,2,1,0,0
114,2,2,0,0
114,2,3,0,0
114,2,4,1,1
114,2,5,1,1
114,2,6,1,1
114,2,7,1,1
115,2,0,0,1
115,2,1,0,1
115,2,2,0,1
115,2,3,1,1
116,2,0,0,0
116,2,1,1,0
117,2,0,0,1
117,2,1,0,1
117,2,2,1,1
118,2,0,1,0
118,2,1,1,0
119,2,0,0,0
119,2,1,0,0
119,2,2,1,1
120,2,0,0,0
120,2,1,0,0
120,2,2,1,0
121,2,0,0,0
121,2,1,1,1
121,2,2,1,1
122,2,0,0,0
122,2,1,0,0
122,2,2,0,0
122,2,3,0,0
122,2,4,1,1
122,2,5,1,1
123,2,0,0,1
123,2,1,1,1
123,2,2,1,1
123,2,3,1,1
123,2,4,1,1
123,2,5,1,1
123,2,6,1,1
123,2,7,1,1
123,2,8,1,1
123,2,9,1,1
124,2,0,0,0
124,2,1,1,1
124,2,2,1,1
124,2,3,1,1
124,2,4,1,1
125,2,0,0,1
125,2,1,0,1
125,2,2,0,1
125,2,3,0,1
125,2,4,1,1
125,2,5,1,1
125,2,6,1,0
125,2,7,1,0
125,2,8,1,0
125,2,9,1,0
125,2,10,1,0
126,2,0,0,0
126,2,1,0,0
126,2,2,0,0
126,2,3,0,0
126,2,4,0,0
126,2,5,1,0
126,2,6,1,0
127,2,0,0,0
127,2,1,1,1
128,2,0,0,0
128,2,1,0,0
128,2,2,0,1
128,2,3,0,1
128,2,4,0,1
128,2,5,1,1
129,2,0,0,0
129,2,1,0,0
129,2,2,0,0
130,2,0,0,0
130,2,1,0,0
130,2,2,1,1
130,2,3,1,1
131,2,0,0,0
131,2,1,1,1
131,2,2,1,1
131,2,3,1,1
131,2,4,1,1
131,2,5,1,1
132,2,0,0,0
132,2,1,1,1
132,2,2,1,1
133,2,0,0,0
133,2,1,1,1
133,2,2,1,1
134,2,0,0,0
134,2,1,0,0
134,2,2,1,1
135,2,0,0,0
135,2,1,0,0
135,2,2,0,0
135,2,3,0,0
135,2,4,0,0
136,2,0,0,0
136,2,1,1,1
136,2,2,1,1
137,2,0,0,0
137,2,1,0,0
137,2,2,0,0
137,2,3,0,0
137,2,4,0,0
137,2,5,0,0
137,2,6,0,0
137,2,7,0,0
138,2,0,0,0
138,2,1,0,0
138,2,2,1,1
138,2,3,1,1
138,2,4,1,1
139,2,0,0,0
139,2,1,1,1
139,2,2,1,1
140,2,0,0,0
140,2,1,1,1
140,2,2,1,1
140,2,3,1,1
140,2,4,1,1
140,2,5,1,1
141,2,0,0,0
141,2,1,1,1
141,2,2,1,1
142,2,0,0,0
142,2,1,1,1
142,2,2,1,1
143,2,0,0,0
143,2,1,0,0
143,2,2,1,1
144,2,0,0,0
144,2,1,0,0
144,2,2,0,0
144,2,3,0,0
144,2,4,0,0
145,2,0,0,0
145,2,1,1,1
145,2,2,1,1
146,2,0,0,0
146,2,1,0,0
146,2,2,0,0
146,2,3,0,0
146,2,4,0,0
146,2,5,0,0
146,2,6,0,0
146,2,7,0,0
147,2,0,0,0
147,2,1,0,0
147,2,2,1,1
147,2,3,1,1
147,2,4,1,1
148,2,0,0,0
148,2,1,1,1
148,2,2,1,1
149,2,0,0,0
149,2,1,1,1
149,2,2,1,1
149,2,3,1,1
149,2,4,1,1
149,2,5,1,1
150,2,0,0,0
150,2,1,1,1
150,2,2,1,1
151,2,0,0,0
151,2,1,1,1
151,2,2,1,1
152,2,0,0,0
152,2,1,0,0
152,2,2,1,1
153,2,0,0,0
153,2,1,0,0
153,2,2,0,0
153,2,3,0,0
153,2,4,0,0
154,2,0,0,0
154,2,1,1,1
154,2,2,1,1
155,2,0,0,0
155,2,1,0,0
155,2,2,0,0
155,2,3,0,0
155,2,4,0,0
155,2,5,0,0
155,2,6,0,0
155,2,7,0,0
156,2,0,0,0
156,2,1,0,0
156,2,2,1,1
156,2,3,1,1
156,2,4,1,1
157,2,0,0,0
157,2,1,1,1
157,2,2,1,1
158,2,0,0,0
158,2,1,0,0
158,2,2,1,1
158,2,3,1,1
158,2,4,1,1
158,2,5,1,1
158,2,6,1,1
158,2,7,1,1
158,2,8,1,1
159,2,0,0,0
159,2,1,0,0
159,2,2,1,1
159,2,3,1,1
159,2,4,1,1
159,2,5,1,1
159,2,6,1,1
160,2,0,0,0
160,2,1,0,0
160,2,2,0,0
160,2,3,0,0
160,2,4,0,0
160,2,5,0,0
160,2,6,0,0
160,2,7,0,0
160,2,8,0,0
160,2,9,1,1
160,2,10,1,1
160,2,11,1,1
160,2,12,1,1
161,2,0,0,1
161,2,1,0,1
161,2,2,0,1
161,2,3,1,0
162,2,0,0,0
162,2,1,0,0
162,2,2,1,1
162,2,3,1,1
162,2,4,1,1
162,2,5,1,1
162,2,6,1,1
162,2,7,1,1
162,2,8,1,1
162,2,9,1,1
162,2,10,1,1
162,2,11,1,1
162,2,12,1,1
162,2,13,1,1
163,2,0,0,0
163,2,1,0,0
163,2,2,0,0
163,2,3,0,0
163,2,4,1,1
163,2,5,1,1
163,2,6,1,1
163,2,7,1,1
163,2,8,1,1
163,2,9,1,1
163,2,10,1,1
163,2,11,1,1
163,2,12,1,1
163,2,13,1,1
163,2,14,1,1
163,2,15,1,1
163,2,16,1,1
163,2,17,1,1
163,2,18,1,1
163,2,19,1,1
163,2,20,1,1
164,2,0,0,1
164,2,1,0,1
164,2,2,1,0
165,2,0,0,0
165,2,1,1,1
165,2,2,1,1
166,2,0,0,0
166,2,1,1,0
167,2,0,0,0
167,2,1,0,0
167,2,2,1,1
167,2,3,1,1
167,2,4,1,1
167,2,5,1,1
167,2,6,1,1
167,2,7,1,1
167,2,8,1,1
168,2,0,0,0
168,2,1,0,0
168,2,2,1,1
168,2,3,1,1
168,2,4,1,1
168,2,5,1,1
168,2,6,1,1
169,2,0,0,0
169,2,1,0,0
169,2,2,0,0
169,2,3,0,0
169,2,4,0,0
169,2,5,0,0
169,2,6,0,0
169,2,7,0,0
169,2,8,0,0
169,2,9,1,1
169,2,10,1,1
169,2,11,1,1
169,2,12,1,1
170,2,0,0,1
170,2,1,0,1
170,2,2,0,1
170,2,3,1,0
171,2,0,0,0
171,2,1,0,0
171,2,2,1,1
171,2,3,1,1
171,2,4,1,1
171,2,5,1,1
171,2,6,1,1
171,2,7,1,1
171,2,8,1,1
171,2,9,1,1
171,2,10,1,1
171,2,11,1,1
171,2,12,1,1
171,2,13,1,1
172,2,0,0,0
172,2,1,0,0
172,2,2,0,0
172,2,3,0,0
172,2,4,1,1
172,2,5,1,1
172,2,6,1,1
172,2,7,1,1
172,2,8,1,1
172,2,9,1,1
172,2,10,1,1
172,2,11,1,1
172,2,12,1,1
172,2,13,1,1
172,2,14,1,1
172,2,15,1,1
172,2,16,1,1
172,2,17,1,1
172,2,18,1,1
172,2,19,1,1
172,2,20,1,1
173,2,0,0,1
173,2,1,0,1
173,2,2,1,0
174,2,0,0,0
174,2,1,1,1
174,2,2,1,1
175,2,0,0,0
175,2,1,1,0
176,2,0,0,0
176,2,1,0,0
176,2,2,1,1
176,2,3,1,1
176,2,4,1,1
176,2,5,1,1
176,2,6,1,1
176,2,7,1,1
176,2,8,1,1
177,2,0,0,0
177,2,1,0,0
177,2,2,1,1
177,2,3,1,1
177,2,4,1,1
177,2,5,1,1
177,2,6,1,1
178,2,0,0,0
178,2,1,0,0
178,2,2,0,0
178,2,3,0,0
178,2,4,0,0
178,2,5,0,0
178,2,6,0,0
178,2,7,0,0
178,2,8,0,0
178,2,9,1,1
178,2,10,1,1
178,2,11,1,1
178,2,12,1,1
179,2,0,0,1
179,2,1,0,1
179,2,2,0,1
179,2,3,1,0
180,2,0,0,0
180,2,1,0,0
180,2,2,1,1
180,2,3,1,1
180,2,4,1,1
180,2,5,1,1
180,2,6,1,1
180,2,7,1,1
180,2,8,1,1
180,2,9,1,1
180,2,10,1,1
180,2,11,1,1
180,2,12,1,1
180,2,13,1,1
181,2,0,0,0
181,2,1,0,0
181,2,2,0,0
181,2,3,0,0
181,2,4,1,1
181,2,5,1,1
181,2,6,1,1
181,2,7,1,1
181,2,8,1,1
181,2,9,1,1
181,2,10,1,1
181,2,11,1,1
181,2,12,1,1
181,2,13,1,1
181,2,14,1,1
181,2,15,1,1
181,2,16,1,1
181,2,17,1,1
181,2,18,1,1
181,2,19,1,1
181,2,20,1,1
182,2,0,0,1
182,2,1,0,1
182,2,2,1,0
183,2,0,0,0
183,2,1,1,1
183,2,2,1,1
184,2,0,0,0
184,2,1,1,0
185,2,0,0,0
185,2,1,0,0
185,2,2,1,1
185,2,3,1,1
185,2,4,1,1
185,2,5,1,1
185,2,6,1,1
185,2,7,1,1
185,2,8,1,1
186,2,0,0,0
186,2,1,0,0
186,2,2,1,1
186,2,3,1,1
186,2,4,1,1
186,2,5,1,1
186,2,6,1,1
187,2,0,0,0
187,2,1,0,0
187,2,2,0,0
