Doc ID, Source, SentenceIndex, ActualSentiment, PredictedSentiment
71,2,4,1,1
72,2,0,0,0
72,2,1,1,1
72,2,2,1,1
72,2,3,1,1
73,2,0,0,0
73,2,1,0,0
73,2,2,0,0
73,2,3,1,1
73,2,4,1,1
73,2,5,1,1
73,2,6,1,1
74,2,0,0,0
74,2,1,0,0
74,2,2,0,0
74,2,3,0,0
74,2,4,1,1
74,2,5,1,1
75,2,0,0,0
75,2,1,0,0
75,2,2,0,0
75,2,3,0,0
75,2,4,0,0
75,2,5,0,0
75,2,6,0,0
75,2,7,0,0
75,2,8,0,1
75,2,9,0,1
75,2,10,1,1
75,2,11,1,1
75,2,12,1,1
76,2,0,0,0
76,2,1,0,0
76,2,2,1,1
76,2,3,1,1
76,2,4,1,1
76,2,5,1,1
77,2,0,0,0
77,2,1,0,0
77,2,2,0,0
77,2,3,0,0
77,2,4,1,0
78,2,0,0,0
78,2,1,1,1
79,2,0,0,0
79,2,1,0,0
79,2,2,0,1
79,2,3,1,1
79,2,4,1,1
80,2,0,0,0
80,2,1,0,0
80,2,2,0,0
80,2,3,1,1
80,2,4,1,1
81,2,0,0,0
81,2,1,1,1
81,2,2,1,1
81,2,3,1,1
82,2,0,0,0
82,2,1,0,0
82,2,2,0,0
82,2,3,1,1
82,2,4,1,1
82,2,5,1,1
82,2,6,1,1
83,2,0,0,0
83,2,1,0,0
83,2,2,0,0
83,2,3,0,0
83,2,4,1,1
83,2,5,1,1
84,2,0,0,0
84,2,1,0,0
84,2,2,0,0
84,2,3,0,0
84,2,4,0,0
84,2,5,0,0
84,2,6,0,0
84,2,7,0,0
84,2,8,0,1
84,2,9,0,1
84,2,10,1,1
84,2,11,1,1
84,2,12,1,1
85,2,0,0,0
85,2,1,0,0
85,2,2,1,1
85,2,3,1,1
85,2,4,1,1
85,2,5,1,1
86,2,0,0,0
86,2,1,0,0
86,2,2,0,0
86,2,3,0,0
86,2,4,1,0
87,2,0,0,0
87,2,1,1,1
88,2,0,0,0
88,2,1,0,0
88,2,2,0,1
88,2,3,1,1
88,2,4,1,1
89,2,0,0,0
89,2,1,0,0
89,2,2,0,0
89,2,3,1,1
89,2,4,1,1
90,2,0,0,0
90,2,1,1,1
90,2,2,1,1
90,2,3,1,1
91,2,0,0,0
91,2,1,0,0
91,2,2,0,0
91,2,3,1,1
91,2,4,1,1
91,2,5,1,1
91,2,6,1,1
92,2,0,0,0
92,2,1,0,0
92,2,2,0,0
92,2,3,0,0
92,2,4,1,1
92,2,5,1,1
93,2,0,0,0
93,2,1,0,0
93,2,2,0,0
93,2,3,0,0
93,2,4,0,0
93,2,5,0,0
93,2,6,0,0
93,2,7,0,0
93,2,8,0,1
93,2,9,0,1
93,2,10,1,1
93,2,11,1,1
93,2,12,1,1
94,2,0,0,0
94,2,1,0,0
94,2,2,1,1
94,2,3,1,1
94,2,4,1,1
94,2,5,1,1
95,2,0,0,0
95,2,1,0,0
95,2,2,0,0
95,2,3,0,0
95,2,4,1,0
96,2,0,0,0
96,2,1,1,1
97,2,0,0,0
97,2,1,0,0
97,2,2,0,1
97,2,3,1,1
97,2,4,1,1
98,2,0,0,0
98,2,1,0,0
98,2,2,0,0
98,2,3,1,1
98,2,4,1,1
99,2,0,0,0
99,2,1,1,1
99,2,2,1,1
99,2,3,1,1
100,2,0,0,0
100,2,1,0,0
100,2,2,0,0
100,2,3,1,1
100,2,4,1,1
100,2,5,1,1
100,2,6,1,1
101,2,0,0,0
101,2,1,0,0
101,2,2,0,0
101,2,3,0,0
101,2,4,1,1
101,2,5,1,1
102,2,0,0,0
102,2,1,0,0
102,2,2,0,0
102,2,3,0,0
102,2,4,0,0
102,2,5,0,0
102,2,6,0,0
102,2,7,0,0
102,2,8,0,1
102,2,9,0,1
102,2,10,1,1
102,2,11,1,1
102,2,12,1,1
103,2,0,0,0
103,2,1,0,0
103,2,2,1,1
103,2,3,1,1
103,2,4,1,1
103,2,5,1,1
104,2,0,0,0
104,2,1,0,0
104,2,2,0,0
104,2,3,0,0
104,2,4,1,0
105,2,0,0,0
105,2,1,1,1
106,2,0,0,0
106,2,1,0,0
106,2,2,0,1
106,2,3,1,1
106,2,4,1,1
107,2,0,0,0
107,2,1,0,0
107,2,2,0,0
107,2,3,1,1
107,2,4,1,1
108,2,0,0,0
108,2,1,1,1
108,2,2,1,1
108,2,3,1,1
109,2,0,0,0
109,2,1,0,0
109,2,2,0,0
109,2,3,1,1
109,2,4,1,1
109,2,5,1,1
109,2,6,1,1
110,2,0,0,0
110,2,1,0,0
110,2,2,0,0
110,2,3,0,0
110,2,4,1,1
110,2,5,1,1
111,2,0,0,0
111,2,1,0,0
111,2,2,0,0
111,2,3,0,0
111,2,4,0,0
111,2,5,0,0
111,2,6,0,0
111,2,7,0,0
111,2,8,0,1
111,2,9,0,1
111,2,10,1,1
111,2,11,1,1
111,2,12,1,1
112,2,0,0,0
112,2,1,0,0
112,2,2,0,0
112,2,3,0,0
112,2,4,0,0
112,2,5,0,1
112,2,6,1,1
112,2,7,1,1
113,2,0,0,0
113,2,1,0,0
113,2,2,0,0
113,2,3,0,0
113,2,4,0,0
113,2,5,0,0
113,2,6,0,0
113,2,7,1,0
114,2,0,0,0
114,2,1,0,0
114,2,2,1,0
114,2,3,1,0
115,2,0,0,1
115,2,1,0,1
115,2,2,0,1
115,2,3,0,1
115,2,4,1,1
115,2,5,1,1
116,2,0,0,0
116,2,1,0,0
116,2,2,0,0
116,2,3,0,0
116,2,4,1,0
117,2,0,0,0
117,2,1,0,0
117,2,2,0,0
117,2,3,1,1
117,2,4,1,1
117,2,5,1,1
118,2,0,0,0
118,2,1,0,0
118,2,2,0,0
118,2,3,1,1
118,2,4,1,1
118,2,5,1,1
119,2,0,0,0
119,2,1,0,0
119,2,2,1,0
119,2,3,1,1
119,2,4,1,1
119,2,5,1,1
119,2,6,1,1
119,2,7,1,1
119,2,8,1,1
119,2,9,1,1
119,2,10,1,1
119,2,11,1,1
119,2,12,1,1
120,2,0,0,0
120,2,1,0,0
120,2,2,0,0
120,2,3,0,0
120,2,4,0,0
120,2,5,0,0
120,2,6,0,0
120,2,7,0,0
120,2,8,1,1
120,2,9,1,1
120,2,10,1,1
120,2,11,1,1
121,2,0,0,0
121,2,1,0,0
121,2,2,0,0
121,2,3,0,0
121,2,4,0,0
121,2,5,0,0
121,2,6,0,0
122,2,0,0,0
122,2,1,1,1
123,2,0,0,0
123,2,1,0,0
123,2,2,0,1
123,2,3,1,1
123,2,4,1,1
123,2,5,1,1
123,2,6,1,1
124,2,0,0,0
124,2,1,0,0
124,2,2,0,0
124,2,3,1,0
124,2,4,1,1
124,2,5,1,1
124,2,6,1,1
124,2,7,1,1
124,2,8,1,1
125,2,0,0,1
125,2,1,0,1
125,2,2,0,1
125,2,3,0,1
125,2,4,1,1
126,2,0,0,0
126,2,1,1,0
126,2,2,1,0
127,2,0,0,1
127,2,1,1,1
127,2,2,1,1
127,2,3,1,1
127,2,4,1,1
127,2,5,1,1
127,2,6,1,1
128,2,0,0,0
128,2,1,0,0
128,2,2,0,0
128,2,3,0,0
128,2,4,0,0
128,2,5,0,0
128,2,6,0,0
128,2,7,1,0
128,2,8,1,0
129,2,0,0,1
129,2,1,1,1
129,2,2,1,1
130,2,0,0,0
130,2,1,0,0
130,2,2,0,0
130,2,3,1,0
130,2,4,1,0
130,2,5,1,0
131,2,0,0,0
131,2,1,0,0
131,2,2,0,0
131,2,3,0,0
131,2,4,0,0
132,2,0,0,0
132,2,1,1,1
133,2,0,0,0
133,2,1,0,0
133,2,2,0,0
133,2,3,0,0
134,2,0,0,0
134,2,1,1,0
134,2,2,1,1
135,2,0,0,0
135,2,1,1,1
136,2,0,0,0
136,2,1,0,0
136,2,2,0,0
136,2,3,0,0
136,2,4,0,0
136,2,5,1,1
136,2,6,1,1
136,2,7,1,1
136,2,8,1,1
137,2,0,0,0
137,2,1,0,0
137,2,2,0,0
137,2,3,1,0
138,2,0,0,0
138,2,1,0,0
138,2,2,0,0
138,2,3,0,0
138,2,4,1,1
138,2,5,1,1
139,2,0,0,0
139,2,1,0,1
139,2,2,1,1
139,2,3,1,1
139,2,4,1,1
139,2,5,1,1
140,2,0,0,0
140,2,1,0,0
140,2,2,0,0
140,2,3,0,0
140,2,4,1,1
140,2,5,1,1
141,2,0,0,0
141,2,1,0,0
141,2,2,0,0
141,2,3,1,1
142,2,0,0,0
142,2,1,0,0
142,2,2,0,0
142,2,3,0,0
142,2,4,0,0
142,2,5,0,0
142,2,6,0,0
142,2,7,0,0
142,2,8,0,0
142,2,9,0,0
142,2,10,0,0
142,2,11,0,0
142,2,12,0,0
142,2,13,0,0
142,2,14,1,1
142,2,15,1,1
143,2,0,0,0
143,2,1,0,0
143,2,2,0,0
143,2,3,0,0
143,2,4,0,0
144,2,0,0,0
144,2,1,0,0
144,2,2,0,0
144,2,3,0,0
144,2,4,0,0
144,2,5,1,1
144,2,6,1,1
144,2,7,1,1
144,2,8,1,1
144,2,9,1,1
145,2,0,0,0
145,2,1,0,0
145,2,2,0,0
145,2,3,0,0
145,2,4,0,0
145,2,5,0,0
146,2,0,0,0
146,2,1,0,0
146,2,2,0,0
146,2,3,0,0
146,2,4,0,0
146,2,5,0,0
146,2,6,0,0
146,2,7,0,0
146,2,8,0,0
146,2,9,0,0
146,2,10,1,1
146,2,11,1,1
146,2,12,1,1
146,2,13,1,1
146,2,14,1,1
146,2,15,1,1
146,2,16,1,1
146,2,17,1,1
146,2,18,1,1
147,2,0,0,0
147,2,1,0,0
147,2,2,0,0
147,2,3,0,0
147,2,4,0,0
147,2,5,0,0
147,2,6,0,0
147,2,7,0,0
148,2,0,0,0
148,2,1,0,0
148,2,2,0,0
148,2,3,0,0
148,2,4,0,0
148,2,5,0,0
148,2,6,0,0
148,2,7,0,0
148,2,8,0,0
148,2,9,1,1
148,2,10,1,1
148,2,11,1,0
149,2,0,0,1
149,2,1,0,1
149,2,2,0,1
149,2,3,0,1
149,2,4,0,1
149,2,5,1,1
149,2,6,1,1
149,2,7,1,1
149,2,8,1,1
149,2,9,1,1
150,2,0,0,0
150,2,1,0,0
150,2,2,0,0
150,2,3,0,0
150,2,4,1,1
150,2,5,1,1
151,2,0,0,0
151,2,1,0,0
151,2,2,0,0
151,2,3,1,1
152,2,0,0,0
152,2,1,0,0
152,2,2,0,0
152,2,3,0,0
152,2,4,0,0
152,2,5,0,0
152,2,6,0,0
152,2,7,0,0
152,2,8,0,0
152,2,9,0,0
152,2,10,0,0
152,2,11,0,0
152,2,12,0,0
152,2,13,0,0
152,2,14,1,1
152,2,15,1,1
153,2,0,0,0
153,2,1,0,0
153,2,2,0,0
153,2,3,0,0
153,2,4,0,0
154,2,0,0,0
154,2,1,0,0
154,2,2,0,0
154,2,3,0,0
154,2,4,0,0
154,2,5,1,1
154,2,6,1,1
154,2,7,1,1
154,2,8,1,1
154,2,9,1,1
155,2,0,0,0
155,2,1,0,0
155,2,2,0,0
155,2,3,0,0
155,2,4,0,0
155,2,5,0,0
156,2,0,0,0
156,2,1,0,0
156,2,2,0,0
156,2,3,0,0
156,2,4,0,0
156,2,5,0,0
156,2,6,0,0
156,2,7,0,0
156,2,8,0,0
156,2,9,0,0
156,2,10,1,1
156,2,11,1,1
156,2,12,1,1
156,2,13,1,1
156,2,14,1,1
156,2,15,1,1
156,2,16,1,1
156,2,17,1,1
156,2,18,1,1
157,2,0,0,0
157,2,1,0,0
157,2,2,0,0
157,2,3,0,0
157,2,4,0,0
157,2,5,0,0
157,2,6,0,0
157,2,7,0,0
158,2,0,0,0
158,2,1,0,0
158,2,2,0,0
158,2,3,0,0
158,2,4,0,0
158,2,5,0,0
158,2,6,0,0
158,2,7,0,0
158,2,8,0,0
158,2,9,1,1
158,2,10,1,1
158,2,11,1,0
159,2,0,0,1
159,2,1,0,1
159,2,2,0,1
159,2,3,0,1
159,2,4,0,1
159,2,5,1,1
159,2,6,1,1
159,2,7,1,1
159,2,8,1,1
159,2,9,1,1
160,2,0,0,0
160,2,1,0,0
160,2,2,0,0
160,2,3,0,0
160,2,4,1,1
160,2,5,1,1
161,2,0,0,0
161,2,1,0,0
161,2,2,0,0
161,2,3,1,1
162,2,0,0,0
162,2,1,0,0
162,2,2,0,0
162,2,3,0,0
162,2,4,0,0
162,2,5,0,0
162,2,6,0,0
162,2,7,0,0
162,2,8,0,0
162,2,9,0,0
162,2,10,0,0
162,2,11,0,0
162,2,12,0,0
162,2,13,0,0
162,2,14,1,1
162,2,15,1,1
163,2,0,0,0
163,2,1,0,0
163,2,2,0,0
163,2,3,0,0
163,2,4,0,0
164,2,0,0,0
164,2,1,0,0
164,2,2,0,0
164,2,3,0,0
164,2,4,0,0
164,2,5,1,1
164,2,6,1,1
164,2,7,1,1
164,2,8,1,1
164,2,9,1,1
165,2,0,0,0
165,2,1,0,0
165,2,2,0,0
165,2,3,0,0
165,2,4,0,0
165,2,5,0,0
166,2,0,0,0
166,2,1,0,0
166,2,2,0,0
166,2,3,0,0
166,2,4,0,0
166,2,5,0,0
166,2,6,0,0
166,2,7,0,0
166,2,8,0,0
166,2,9,0,0
166,2,10,1,1
166,2,11,1,1
166,2,12,1,1
166,2,13,1,1
166,2,14,1,1
166,2,15,1,1
166,2,16,1,1
166,2,17,1,1
166,2,18,1,1
167,2,0,0,0
167,2,1,0,0
167,2,2,0,0
167,2,3,0,0
167,2,4,0,0
167,2,5,0,0
167,2,6,0,0
167,2,7,0,0
168,2,0,0,0
168,2,1,0,0
168,2,2,0,0
168,2,3,0,0
168,2,4,0,0
168,2,5,0,0
168,2,6,0,0
168,2,7,0,0
168,2,8,0,0
168,2,9,1,1
168,2,10,1,1
168,2,11,1,0
169,2,0,0,1
169,2,1,0,1
169,2,2,0,1
169,2,3,0,1
169,2,4,0,1
169,2,5,1,1
169,2,6,1,1
169,2,7,1,1
169,2,8,1,1
169,2,9,1,1
170,2,0,0,0
170,2,1,0,0
170,2,2,0,0
170,2,3,0,0
170,2,4,1,0
170,2,5,1,0
170,2,6,1,0
171,2,0,0,1
171,2,1,0,1
171,2,2,1,1
172,2,0,0,0
172,2,1,0,0
172,2,2,0,0
172,2,3,1,1
172,2,4,1,1
172,2,5,1,1
172,2,6,1,1
172,2,7,1,1
173,2,0,0,0
173,2,1,0,0
173,2,2,0,0
174,2,0,0,0
174,2,1,1,1
174,2,2,1,1
174,2,3,1,1
174,2,4,1,1
174,2,5,1,1
174,2,6,1,1
175,2,0,0,1
175,2,1,1,1
175,2,2,1,1
176,2,0,0,0
176,2,1,1,1
176,2,2,1,1
177,2,0,1,1
177,2,1,1,1
177,2,2,1,1
177,2,3,1,1
177,2,4,1,1
177,2,5,1,1
178,2,0,0,0
178,2,1,1,1
179,2,0,0,0
179,2,1,0,0
179,2,2,0,0
179,2,3,0,0
179,2,4,0,0
179,2,5,1,1
180,2,0,0,0
180,2,1,0,0
180,2,2,0,0
180,2,3,0,0
180,2,4,0,0
180,2,5,1,1
180,2,6,1,1
180,2,7,1,1
180,2,8,1,1
180,2,9,1,1
181,2,0,0,0
181,2,1,0,0
181,2,2,0,0
181,2,3,0,0
181,2,4,0,0
181,2,5,0,0
181,2,6,0,0
181,2,7,0,0
181,2,8,0,0
181,2,9,1,1
181,2,10,1,1
181,2,11,1,1
181,2,12,1,1
181,2,13,1,1
182,2,0,0,0
182,2,1,0,0
182,2,2,0,0
182,2,3,0,0
182,2,4,0,0
182,2,5,1,1
182,2,6,1,1
182,2,7,1,1
183,2,0,0,0
183,2,1,0,0
183,2,2,0,0
183,2,3,1,0
184,2,0,0,1
184,2,1,0,0
184,2,2,1,0
184,2,3,1,0
185,2,0,0,0
185,2,1,0,0
185,2,2,0,0
186,2,0,0,0
186,2,1,0,0
186,2,2,0,0
186,2,3,0,0
186,2,4,0,0
186,2,5,0,0
186,2,6,0,0
186,2,7,0,1
186,2,8,1,1
186,2,9,1,1
186,2,10,1,1
186,2,11,1,1
186,2,12,1,1
187,2,0,0,0
187,2,1,1,1
188,2,0,0,0
188,2,1,0,0
188,2,2,0,0
188,2,3,0,0
188,2,4,0,0
188,2,5,1,1
189,2,0,0,0
189,2,1,0,0
189,2,2,0,0
189,2,3,0,0
189,2,4,0,0
189,2,5,1,1
189,2,6,1,1
189,2,7,1,1
189,2,8,1,1
189,2,9,1,1
190,2,0,0,0
190,2,1,0,0
190,2,2,0,0
190,2,3,0,0
190,2,4,0,0
190,2,5,0,0
190,2,6,0,0
190,2,7,0,0
190,2,8,0,0
190,2,9,1,1
190,2,10,1,1
190,2,11,1,1
190,2,12,1,1
190,2,13,1,1
191,2,0,0,0
191,2,1,0,0
191,2,2,0,0
191,2,3,0,0
191,2,4,0,0
191,2,5,1,1
191,2,6,1,1
191,2,7,1,1
192,2,0,0,0
192,2,1,0,0
192,2,2,0,0
192,2,3,1,0
193,2,0,0,1
193,2,1,0,0
193,2,2,1,0
193,2,3,1,0
194,2,0,0,0
194,2,1,0,0
194,2,2,0,0
195,2,0,0,0
195,2,1,0,0
195,2,2,0,0
195,2,3,0,0
195,2,4,0,0
195,2,5,0,0
195,2,6,0,0
195,2,7,0,1
195,2,8,1,1
195,2,9,1,1
195,2,10,1,1
195,2,11,1,1
195,2,12,1,1
196,2,0,0,0
196,2,1,0,0
196,2,2,0,0
196,2,3,0,0
196,2,4,0,0
196,2,5,0,0
196,2,6,1,0
197,2,0,0,0
197,2,1,0,0
197,2,2,1,1
198,2,0,0,0
198,2,1,1,1
199,2,0,0,1
199,2,1,0,1
199,2,2,0,1
199,2,3,1,0
199,2,4,1,0
199,2,5,1,0
199,2,6,1,0
200,2,0,0,0
200,2,1,0,0
200,2,2,0,0
200,2,3,0,0
200,2,4,0,0
200,2,5,1,1
200,2,6,1,1
200,2,7,1,1
201,2,0,0,0
201,2,1,0,0
201,2,2,0,0
201,2,3,0,0
201,2,4,0,0
201,2,5,0,0
201,2,6,1,1
201,2,7,1,1
201,2,8,1,1
202,2,0,0,0
202,2,1,0,0
202,2,2,1,1
202,2,3,1,1
202,2,4,1,1
203,2,0,0,0
203,2,1,0,0
203,2,2,0,0
203,2,3,0,0
203,2,4,1,1
204,2,0,0,0
204,2,1,0,0
204,2,2,0,0
204,2,3,0,0
204,2,4,0,0
204,2,5,0,0
204,2,6,0,0
204,2,7,1,1
204,2,8,1,1
204,2,9,1,1
204,2,10,1,1
204,2,11,1,1
205,2,0,0,0
205,2,1,0,0
205,2,2,0,0
205,2,3,0,0
205,2,4,0,0
206,2,0,0,0
206,2,1,0,0
206,2,2,0,0
206,2,3,0,0
206,2,4,0,0
206,2,5,0,0
206,2,6,0,0
206,2,7,0,0
206,2,8,0,0
206,2,9,0,1
206,2,10,0,1
206,2,11,1,1
206,2,12,1,1
206,2,13,1,1
206,2,14,1,1
206,2,15,1,1
206,2,16,1,1
206,2,17,1,1
206,2,18,1,1
207,2,0,0,0
207,2,1,1,0
208,2,0,0,0
208,2,1,0,0
208,2,2,0,0
208,2,3,1,0
209,2,0,0,0
209,2,1,0,0
209,2,2,0,0
209,2,3,0,0
209,2,4,0,0
209,2,5,1,1
209,2,6,1,1
209,2,7,1,1
210,2,0,0,0
210,2,1,0,0
210,2,2,0,0
210,2,3,0,0
210,2,4,0,0
210,2,5,0,0
210,2,6,1,1
210,2,7,1,1
210,2,8,1,1
211,2,0,0,0
211,2,1,0,0
211,2,2,1,1
211,2,3,1,1
211,2,4,1,1
212,2,0,0,1
212,2,1,0,1
212,2,2,0,1
212,2,3,0,1
212,2,4,1,1
213,2,0,0,0
213,2,1,0,0
