Doc ID, Source, SentenceIndex,Sentence, ActualSentiment, PredictedSentiment, PredictedTopic, TopicTransitionProbabilty, SentimentTransitionProbabilty
1581,2,2,"speakers are sufficient for a tablet.",0,0,4,0.700066,0.122135
1581,2,3,"no signs of use on the unit.",0,0,9,0.704129,0.134363
1581,2,4,"holds in hand comfortably   for me anyway.",0,0,10,0.705818,0.214953
1581,2,5,"this is now my 2nd one i am trying.",1,1,18,0.678659,0.196138
1581,2,6,"the tablet has a big flaw  for me.",1,1,16,0.687757,0.122135
1581,2,7,"i wanted this as a media tablet.",1,1,16,0.664791,0.148345
1581,2,8,"it consistently looses connection with the memory card and i have to reboot to get the connection back again.",1,1,22,0.676572,0.148345
1581,2,9,"this makes the tablet useless to me.",1,1,22,0.642885,0.120998
1581,2,10,"both tablets have had the same issue.",1,1,22,0.647332,0.127264
1582,2,0,"only clue that pad is refurbished is sticker on box.",0,0,2,1.000000,1.000000
1582,2,1,"the pad packaging looks like a new product.",0,0,2,0.235205,0.048241
1582,2,2,"great display.",0,0,9,0.716966,0.230344
1582,2,3,"i purchased a cover with bluetooth keyboard  another review  and it works great.",0,0,9,0.294355,0.061292
1582,2,4,"not really a con  but i notice a small delay when using auto rotation feature.",1,1,25,0.693394,0.272566
1582,2,5,"my wife has previous version and her auto rotate engages a little sooner.",1,1,25,0.163064,0.062739
1583,2,0,"i could tell no difference except for price.",0,0,2,1.000000,1.000000
1583,2,1,"i gave it a full charge overnight  though it didn t need that long and downloaded the manual.",0,0,3,0.686477,0.137255
1583,2,2,"color is vibrant and the action is fast.",0,0,0,0.660945,0.128451
1584,2,0,"unboxing revealed no marks or even a finger print on my unit.",0,1,25,1.000000,1.000000
1584,2,1,"it had a light charge and was ready to configure and use right out of the box.",0,1,18,0.732332,0.176041
1584,2,2,"the screen resolution was brilliant  no noted light bleed and applications scrolled without hesitation.",0,1,25,0.352258,0.066752
1584,2,3,"yes i could detect a very slight lag when switching from one mode to another  but nothing to be alarmed about.",0,1,18,0.643272,0.124165
1584,2,4,"i can not find a single fault with this unit.",1,1,18,0.661237,0.141210
1585,2,0,"hmm is this a refurbished product or brand new ",0,0,2,1.000000,1.000000
1585,2,1,"came in original packaging brand new and works great.",0,0,2,0.324743,0.119038
1586,2,0,"great price and absolutely no problems being recertified.",0,0,2,1.000000,1.000000
1586,2,1,"i have purchased multiple products from newegg recertified catagory  including another ipad 2.",0,0,2,0.689311,0.128451
1587,2,0,"i was worried about ordering a  refurbished  ipad off newegg  and as you may see other reviewers are not happy about the condition their ipads are in.",0,0,2,1.000000,1.000000
1587,2,1,"i just got mine today it is looks 100  brand new  and does not have a single mark on it.",0,0,2,0.722307,0.272566
1587,2,2,"despite the price being a little high  apples sells refurbished ipads for  410 on their website i believe  this item might of well of been sold as brand new.",0,0,2,0.475193,0.087633
1587,2,3,"no problems.",1,1,23,0.648076,0.205386
1589,2,0,"i love the design  shape  quality  everything ",0,0,4,1.000000,1.000000
1589,2,1,"i recommend this to everyone who wants a nice tablet or apple device aha.",0,0,2,0.662509,0.130571
1590,2,0,"ipad s are a lifesaver for school",0,0,8,1.000000,1.000000
1590,2,1,"newegg  you should price check this because brand new from apple they are  499.",1,1,17,0.682710,0.150736
1590,2,2,"i would rather do business with you  but can t bring myself to pay  10 under retail for refurbished.",1,1,25,0.643255,0.143505
1592,2,0,"nice display and user friendly.",0,0,5,1.000000,1.000000
1592,2,1,"great price for this.",0,0,2,0.677077,0.128451
1594,2,0,"lightweight  big screen  really fast  except on boot   kindle apps  am azon android store capable.",0,0,1,1.000000,1.000000
1594,2,1,"doesn t recognize jumpdrives  have to use flash storage.",1,1,22,0.697020,0.122135
1594,2,2,"getting android store   different browser took awhile.",1,1,16,0.680774,0.148345
1594,2,3," see youtube ",1,1,16,0.651818,0.141210
1595,2,0,"cheap.",0,1,19,1.000000,1.000000
1595,2,1,"i only paid fifty bucks after rebate a short while ago  and i even got the rebate in time .",0,1,25,0.708963,0.137255
1595,2,2,"however it is not really worth more than the mentioned amount imo.",0,1,25,0.710990,0.179455
1595,2,3,"as a simple e reader or web surfing appliance  it works ok and for the price paid  don t have to worry about being too careful with it.",0,1,25,0.720975,0.214953
1595,2,4,"very easy to root.",0,1,25,0.694671,0.122135
1595,2,5,"has two cameras and bluetooth.",0,1,19,0.700737,0.122135
1595,2,6,"charges via the mini usb port  although it is much slower than from the power supply .",0,1,26,0.679016,0.137255
1595,2,7,"android 2.3 only  but it does what it is supposed to be doing.",0,0,12,0.681157,0.135044
1595,2,8,"not only the price is cheap   the build quality is too.",1,0,4,0.691727,0.148345
1595,2,9,"all plastic housing.",1,0,4,0.671475,0.134363
1595,2,10,"but the buttons are not lose  they work fine.",1,0,1,0.680743,0.148345
1595,2,11,"it is slow and lags often.",1,0,1,0.660125,0.122135
1595,2,12,"there is no operating system upgrade available.",1,0,12,0.667050,0.122135
1595,2,13,"the screen is not too good  resolution could be better and it looks like its cover is plastic  so it may scratch easily.",1,1,25,0.665777,0.197061
1595,2,14,"doesn t come with google apps  it s easy to add them though .",1,1,25,0.669422,0.230344
1595,2,15,"google play indicates a lot of apps not being compatible  but this is not true   if the same apps are downloaded from other sources  they work just fine.",1,1,25,0.183280,0.072156
1598,2,0,"low cost",0,0,6,1.000000,1.000000
1598,2,1,"i have had two of this specific model and both times the touch screen had died.",1,1,24,0.693171,0.141210
1599,2,0,"inexpensive  android apps  simple   straightforward design.",0,1,16,1.000000,1.000000
1599,2,1,"inexpensive build materials   quality...screen resolution and sensitivity is average.",1,1,25,0.468376,0.068102
1599,2,2,"programs are ok to begin.",1,1,16,0.680429,0.135044
1599,2,3,"camera is fair at best.",1,1,25,0.685400,0.179455
1599,2,4,"download other android app store applications for much better app selection   the pre installed pandigital  getjar  app is terrible.",1,1,16,0.668451,0.188100
1600,2,0,"it has a nice big display and bright backlight.",0,0,0,1.000000,1.000000
1600,2,1,"it s pretty light and sturdy feeling.",0,0,10,0.710275,0.197061
1600,2,2,"is not compatible with google play so many apps are not available for it easily.",1,1,16,0.696073,0.135044
1600,2,3,"the screen resolution is low and the touch response is spotty at times.",1,1,21,0.678041,0.134363
1600,2,4,"can not be updated to android 4.0 can t even seem to get an actual facebook app for it.",1,1,16,0.652318,0.141210
1601,2,0,"great price and quick delivery.",0,0,2,1.000000,1.000000
1601,2,1,"this ipad was purchased for my sister as a gift.",0,0,2,0.734990,0.251414
1601,2,2,"she has enjoyed the ipad and has on complaints.",0,0,14,0.223191,0.081634
1601,2,3,"buying refurbished products form newegg has given me the trust that the products are restored under authorization of the manufacturers.",0,0,13,0.715615,0.272566
1601,2,4,"this is a plus when considering buying apple products  see other thoughts .",0,0,13,0.100138,0.039124
1601,2,5,"this was an overall great purchase.",0,0,2,0.645096,0.188100
1602,2,0,"has a better picture than earlier ipads.",0,0,2,1.000000,1.000000
1602,2,1,"purchase this ipad for my sister as a birthday christmas gift.",0,0,2,0.275901,0.052708
1602,2,2,"was a great idea  i now have so points with her.",0,0,5,0.684448,0.197061
1602,2,3,"she finds it easy to use and gives her greater freedom when traveling.",0,0,9,0.662009,0.188100
1603,2,0,"got this for work  it s running one program called lime.",0,0,1,1.000000,1.000000
1603,2,1,"works great.",0,0,1,0.193541,0.113160
1603,2,2,"when the boss isn t looking i use it to stream music into my headphones  works great.",0,0,1,0.059081,0.033648
1603,2,3,"other than being an apple product  none.",1,1,17,0.648469,0.200053
1603,2,4,"i am a android type of person.",1,1,25,0.698180,0.159939
1603,2,5,"hopefully that company will finish their android version soon and we can sell these things.",1,1,25,0.300598,0.084084
1604,2,0,"i think this is a brand spanking new ipad that they scratched up a couple of corners so they could discount the price",0,1,25,1.000000,1.000000
1604,2,1,"it is an apple so you have to use safari",1,1,25,0.672114,0.128451
1605,2,0,"it seems to be quite functional.",0,0,10,1.000000,1.000000
1605,2,1,"no issues there",0,0,10,0.706058,0.122135
1605,2,2,"i didn t expect it to be in such a poor cosmetic condition.",1,1,17,0.694132,0.197061
1605,2,3,"one spot is rubbed shinny  and there are several scratches on the glass and one corner is banged up.",1,1,15,0.665793,0.205386
1607,2,0,"i have a google tablet that i bought about 2 years ago  for the first few months it was great  then it boring because how slow it was.",0,1,25,1.000000,1.000000
1607,2,1,"also have a first addition windows surface  it too was slow  and is only now used for work.",0,1,24,0.441193,0.111907
1607,2,2,"all of the tables came out about the same time  how ever this one is by for the best one of the three.",0,1,18,0.664805,0.200053
1607,2,3,"i was a little skeptical at first because i have had a apple phone and did not like it  for a phone it was to small  and i prefer google s way of displaying more than just icons on the screen .",0,1,25,0.658004,0.200053
1607,2,4,"i do not like that for anything you do  you have to log into itunes.",1,1,25,0.616521,0.143505
1608,2,0,"i have purchased three of these and i am pretty happy with the purchase.",0,1,17,1.000000,1.000000
1608,2,1,"the screens look new i am betting looking at the corners that they were originally dropped and returned for broken screens .",0,1,28,0.714247,0.197061
1608,2,2,"one real big plus is even though they came with os 4 when i clicked on update the ipad updated to os 8.21  even though the description said will  update to os 5.",0,1,25,0.696942,0.195421
1608,2,3,"can not say there are any real cons  there is sharp edges on one and dents in the corners of one other one but a file fixed it.put",1,1,25,0.521813,0.087184
1608,2,4,"a case on it if you don t want to see the dents",1,1,25,0.617412,0.130571
1609,2,0,"very thin  great screen  long battery life  proven ios operating system  plus most apps are actually made for a tablet.",0,0,14,1.000000,1.000000
1609,2,1,"apple also is king of the tablet market  along with having by far the most quality apps of any.",0,0,14,0.446899,0.114193
1609,2,2,"its also great for surfing in bed.",0,0,8,0.677077,0.197061
1609,2,3,"price.",1,1,17,0.654379,0.188100
1610,2,0,"excellent battery life  lasts all day for typical use   bright hi res screen  quick snappy operation.",0,0,3,1.000000,1.000000
1610,2,1,"apple s integrated hardware software and ease of operation is second to none.",0,0,1,0.471296,0.115518
1610,2,2,"email  itunes  movies  photos  syncs with iphone and computer  rock stable operation  100s of 1000s of apps  much more than just games   light and portable.",0,0,1,0.516566,0.090224
1610,2,3,"doesn t require battery draining flash.",0,0,3,0.698559,0.175196
1610,2,4,"it sells like popcorn because it is a great device  you can t stop using it.",0,0,2,0.296955,0.102792
1610,2,5,"fairly expensive.",1,0,2,0.646647,0.188100
1611,2,0,"nothing comparable as a complete package  screen  weight  battery  ease of use  applications  price  etc .",0,0,6,1.000000,1.000000
1611,2,1,"oh sure  some android tablet might be a few bucks cheaper  or might have a wider screen  not necessarily a positive when you re going for a versatile aspect ratio   or slightly better hardware specs  which is also arguable when you consider how the software actually uses that hardware   ios is very efficient .",0,0,4,0.553839,0.132462
1611,2,2,"but  there s nothing even close as a whole package.",0,0,11,0.696409,0.179455
1611,2,3,"go buy that  69.95 chinese tablet down at big lots and then tell everyone how long it took to by an ipad after the disappointment.",0,0,13,0.707603,0.276309
1611,2,4,"it s funny how everyone laughed about how useless and irrelevant the ipad was when it originally came out  and predicted what a failure it would be.",0,1,15,0.317705,0.092687
1611,2,5,"now everyone s scrambling to copy it.",0,1,28,0.669604,0.133805
1611,2,6,"well  no flash is a con  but that s nearing irrelevance  see below .",1,1,20,0.677036,0.134363
1611,2,7,"the screen could be a bit higher resolution  but the pixels per inch are on par with anything out there.",1,1,15,0.669549,0.135044
1611,2,8,"oh  lastly  it s not being sold in a firesale as obsolete and dying like the playbook  with no support or ecosystem to back it up.",1,1,28,0.641450,0.141210
1612,2,0,"the ips and fingerprint resistant screen is a plus.",0,0,4,1.000000,1.000000
1612,2,1,"no flash and offers nothing that android devices already have.",1,1,25,0.731655,0.159939
1612,2,2,"better off getting a motorola xoom  which has a bigger screen w  1280x800 resolution and flash ",1,1,25,0.317195,0.067932
1612,2,3,"also has expandable sd card support.",1,1,22,0.658967,0.128451
1613,2,0,"well designed for  button pushers  but too complex for the average user.",0,1,25,1.000000,1.000000
1613,2,1,"poor support from apple in terms of  how too do simple things .",1,1,16,0.708866,0.214953
1613,2,2,"all you get is how to get itune apps.",1,1,16,0.649499,0.182239
1613,2,3,"an old palm tx and a simple kindle will do almost as much  a little slower of course.",1,1,25,0.669556,0.128451
1614,2,0,"fast  feels grate to hold  100s of apps",0,0,10,1.000000,1.000000
1614,2,1,"no flash",1,1,16,0.673358,0.128451
1615,2,0,"the ipad is thin  light  just feels like high quality  processes everything fast  touch screen works flawlessly and although it doesn t do flash  it plays my netflix  hbo2go  crackle    tv.com with no problems",0,0,6,1.000000,1.000000
1615,2,1,"no native support for flash",1,1,16,0.424551,0.139371
1616,2,0,"the price is good for a tablet above the 7  mark  dual cameras  android 4",0,0,5,1.000000,1.000000
1616,2,1,"purchased at the end of november for my wife.",1,1,17,0.705748,0.179455
1616,2,2,"it was used moderately throughout the months  mostly for streaming videos from online services.",1,1,16,0.711451,0.135044
1616,2,3,"recently the touchscreen became unresponsive at times and started suffering from  ghost touch  issues  touch one part of the screen and it selects something in a whole different area of the screen .",1,1,24,0.721672,0.192483
1616,2,4,"received an rma from the seller only to have it shipped back with an official looking post it note stating  touchscreen good .",1,1,28,0.498824,0.139179
1616,2,5,"wasted money on shipping and spent 65 minutes on their support line only to be disconnected twice after 20 minutes and the third time it started ringing again after 15 minutes only to go silent for a few minutes before i gave up and hung up.",1,1,28,0.502979,0.146702
1616,2,6,"hope the seller redeems themselves by paying for the return shipping and actually replacing the defective tablet...",1,1,28,0.537000,0.165169
1617,2,0,"cheap  android 4.0  9   capacitive multi touch screen  dual camera.",0,0,5,1.000000,1.000000
1617,2,1,"white on black contrast  comfortable in hand",0,0,10,0.696088,0.196138
1617,2,2,"only 8gb of internal storage  freezing  slow on media apps  youtube mainly   camera locations.",1,1,16,0.678518,0.205386
1618,2,0,"its good fo internet and apps  even games.",0,0,8,1.000000,1.000000
1618,2,1,"very cheap the usb port will short out very easily  and the 5v power port doesnt work half the time.",1,1,18,0.693171,0.188100
1619,2,0,"this is another garbage new egg selling.",0,1,28,1.000000,1.000000
1619,2,1,"i am returning it",0,1,28,0.696586,0.128451
1619,2,2,"this is another garbage new egg selling.",1,1,28,0.694132,0.128451
1619,2,3,"i am returning it",1,1,28,0.651818,0.128451
1620,2,0,"nice design.",0,0,10,1.000000,1.000000
1620,2,1,"easy to use.",0,0,10,0.711692,0.196138
1620,2,2,"i bought this tablet for my 4 year old son just to play games and get on youtube.",1,1,17,0.721768,0.148345
1620,2,3,"this tablet is very slow.",1,1,21,0.689843,0.135044
1620,2,4,"constantly does not repond.",1,1,21,0.693195,0.134363
1620,2,5,"image on screen is not good quality.",1,1,20,0.695331,0.197061
1620,2,6,"certain android games will not work.",1,1,16,0.671840,0.197061
1620,2,7,"he rather not use it  and wants to get on my iphone instead.",1,1,16,0.629645,0.137255
1620,2,8,"i bought it for  112.00",1,1,17,0.657428,0.122135
1620,2,9,"bucks so i guess you get what you pay for.",1,1,17,0.658421,0.128451
1621,2,0,"cheap   very inexspensive   works great no lag streaming videos  vivid colors and crystal clear display.",0,0,6,1.000000,1.000000
1621,2,1,"wonderful tablet for the price.",0,0,6,0.687410,0.179455
1621,2,2,"headphone jack is not a standard 3.5 mm iy is the smaller 2.5 mm  so if you purchase this tablet buy an adapter or a new set of phones.",1,1,26,0.681143,0.141210
1622,2,0,"well designed quality build screen is bright and sharp quick touch response great as ebook reader  especially with kindle reader can read word documents tech support easily accessed and was helpful",0,0,8,1.000000,1.000000
1622,2,1,"heavy 1 pounds vs 1.33 for ipad which as 10 inch screen froze and became a brick when upgraded to android 2.2 flash is not native even with upgrade many android apps are not compatible web site of velocity micro is poorly designed and confusing",1,1,25,0.519415,0.177516
1623,2,0,"great device to put by your bed and watch youtube videos once rooted.",0,0,1,1.000000,1.000000
1623,2,1,"also has great we browsing once you switch and use dolphin hd.",0,0,1,0.370879,0.070554
1623,2,2,"its exactly what you d expect for x dollars.",0,0,2,0.680037,0.218142
1623,2,3,"very solid feel and the speakers and stand are very good extras  rugged and durable.",0,0,4,0.707043,0.197061
1623,2,4,"ok. there s a reason its cheap.",1,0,10,0.678854,0.179455
1623,2,5,"the touch screen is old technology on its way out.",1,1,15,0.684434,0.134363
1623,2,6,"don t expect responsiveness or quick movements to register.",1,1,28,0.673317,0.148345
1623,2,7,"use a finger nail and press the screen in a bit.",1,1,24,0.659468,0.148345
1623,2,8,"it wont kill it...",1,1,23,0.637540,0.115596
1624,2,0,"i just loaded both power point ppt and word doc s in their ms format.",0,1,16,1.000000,1.000000
1624,2,1,"now  that with pdf and e reader as well as images music and movies at 12 15 frames per second.",0,1,25,0.694636,0.137255
1624,2,2,"i am now impressed at my price payed.",0,1,25,0.698970,0.179455
1624,2,3,"yeah  sluggish response  but who cares   i am using it for college study when i can not get to a computer.",0,1,25,0.676051,0.218142
1624,2,4,"my screen is crystal clear and images",0,1,15,0.704847,0.175196
1624,2,5,"sluggish and temperamental touch screen.",1,1,15,0.246396,0.058447
1624,2,6,"fps on video can be slightly jerkey.",1,1,25,0.676296,0.192483
1624,2,7,"if i can find the best mix of video audio  i will post them on here if you want to convert your own videos over to the best codec set  avi  vs  mp4  packages.",1,1,25,0.195121,0.105301
1625,2,0,"nice resolution for such a compact screen.",0,0,4,1.000000,1.000000
1625,2,1,"has capacitive screen which is much more responsive than resistive screens.",0,0,6,0.122152,0.067013
1625,2,2,"good for reading web based content and books.",0,0,1,0.709565,0.179455
1625,2,3,"some nice games and puzzles.",0,0,1,0.688129,0.135044
1625,2,4,"uses interchangeable sd media.",0,0,7,0.684448,0.179455
1625,2,5,"preinstalled photo viewers not very good.",1,1,16,0.678281,0.197061
1625,2,6,"has flash 10.1  but little success with web videos.",1,1,16,0.662009,0.196138
1625,2,7,"sometimes fast  sometimes slow   have no idea how to diagnose why.",1,1,16,0.650502,0.141210
1626,2,0,"price.",0,0,2,1.000000,1.000000
1626,2,1,"fb2 books can be read pretty well.",0,0,0,0.724174,0.135044
1626,2,2,"sd card expansion.",0,0,7,0.703024,0.122135
1626,2,3,"the touch surface should be pressed hard and response would be delayed every time.",1,1,24,0.697908,0.135044
1626,2,4,"battery life is bad.",1,1,18,0.670671,0.196138
1626,2,5,"the front panel began to peal off after 2 weeks of home use.",1,1,20,0.660209,0.214953
1626,2,6,"screen glare.",1,1,24,0.644424,0.128451
1627,2,0,"  touch screen is responsive and graphics are crisp.",0,0,6,1.000000,1.000000
1627,2,1,"  802.11n wifi  reception  though  is quite average.",0,0,8,0.712153,0.122135
1627,2,2,"  4gb internal storage  and includes an additional 4gb sd card.",0,0,7,0.715362,0.135044
1627,2,3,"support for sdhc.",0,0,7,0.686924,0.122135
1627,2,4,"  way too expensive.",1,0,7,0.689324,0.135044
1627,2,5,"a dedicated ebook reader would be a way better deal for this price.",1,1,25,0.691231,0.134363
1627,2,6,"  processor is slow  less than 1ghz.",1,1,21,0.660510,0.148345
1627,2,7,"definitely not fast enough to run most 3d android games.",1,1,16,0.668548,0.135044
1627,2,8,"  no sdio support  although that is sort of a dying standard anyways.",1,1,26,0.618990,0.130571
1628,2,0,"this is designed as a reader it has some tablet functions but is not a tablet.",0,0,8,1.000000,1.000000
1628,2,1,"as a reader it is great.",0,0,8,0.164651,0.078602
1628,2,2,"it has a 4gb internal sd card and has a external card slot.",0,0,7,0.717658,0.197061
1628,2,3,"between the two you can carry thousands of books at one time.",0,0,0,0.691766,0.122135
1628,2,4,"the reader has wifi to access the internet  this is where it is sluggish.",0,0,8,0.717857,0.192483
1628,2,5,"it has a small processor which is fine for a reader but slow for a tablet.",0,0,8,0.340127,0.078699
1628,2,6,"with patience you can browse the web and use it like a tablet  you cannot however watch video on it.",0,0,8,0.666568,0.109833
1628,2,7,"if you take time to learn the device and it s limitations you have a great reader.",0,0,8,0.638021,0.181524
1628,2,8,"if you leave the wifi turned on it has a very short battery lifetime.",1,1,18,0.619523,0.208471
1629,2,0,"battery life claims 10 hours  sharp looking screen.price under 200 bills.",0,0,3,1.000000,1.000000
1629,2,1,"where do i start.",1,1,25,0.681784,0.136564
1629,2,2,"first i did not buy this from newegg but with that aside  o s is android 2.0 non upgradeable while o s 2.2 is already out.",1,1,25,0.695811,0.137255
1629,2,3,"too slow to boot and takes forever to download pages on internet.",1,1,23,0.696567,0.135044
1629,2,4,"have to touch the screen pretty hard to key anything in.",1,1,24,0.706738,0.159939
1629,2,5,"very hard to scroll especially if new to a touch screen.",1,1,29,0.031240,0.031230
1629,2,6,"no camera if that s your thing.",1,1,25,0.638050,0.136564
1629,2,7,"a 5 page paper for using product.",1,1,25,0.659468,0.148345
1629,2,8,"no details to get you aquainted with the android o s.",1,1,25,0.654344,0.141210
1630,2,0,"cheaper if you look up cruise or cruse reader.",0,0,5,1.000000,1.000000
1630,2,1,"if you are patient with a slow android interface and minimal functionality  it isn t a kid toy    it will get you by with email  internet  pdf and reader functionality  music and movies too .",0,0,8,0.443161,0.075155
1630,2,2,"if you are looking for a laptop  don t buy this ",0,0,8,0.456388,0.079424
1630,2,3,"this is a cell phone application on a bigger screen.",0,0,8,0.719959,0.122135
1630,2,4,"this was a good test to know if a tablet would be usable for my  away from the computer needs .",0,0,11,0.706028,0.276309
1630,2,5,"i could take it or leave it   but reading during dead time works very good ",0,0,3,0.449268,0.134679
1630,2,6,"and you can play music while you read.",0,0,3,0.334559,0.098800
1630,2,7,"the battery lasts much longer than my laptops and the size is very very transportable.",0,0,3,0.676058,0.136564
1630,2,8,"still  remember  it is a cell phone program that can do tricks ",0,0,8,0.689577,0.135044
1630,2,9,"i love the police lights   killer fun for your friends door if they can see light through it.",0,0,5,0.694624,0.179455
1630,2,10,"when watching 12fps video  you must wait until the end to quit  or you can run your finger line to the end and it will quit on its own.",1,1,16,0.655651,0.182239
1630,2,11,"you can not just stop a movie ",1,1,16,0.668854,0.135044
1630,2,12,"volume isn t great but with head phones   plenty.",1,0,11,0.687346,0.197061
1630,2,13,"it will crash aps from time to time during install   the compatibility test i suppose.",1,1,16,0.675343,0.214953
1630,2,14,"hello  big screen cell phone program .....",1,1,23,0.686337,0.159939
1630,2,15,"if you see the internet on a cell  this is what you get here too ",1,1,23,0.222087,0.111501
1630,2,16,"it s hard to click on the little links using a cell phone.",1,1,25,0.195599,0.076851
1630,2,17,"at least this has a zoom and calibrate function for clicking.",1,1,25,0.166307,0.046339
1630,2,18,"my time seems to have issues when i turn off the tablet and turn it back on.",1,1,18,0.629065,0.137255
1630,2,19,"may just be an android bug.",1,1,25,0.635694,0.128451
1631,2,0,"its cheap ",0,1,21,1.000000,1.000000
1631,2,1,"screen you   have to hit to make it open apps.",1,1,16,0.731637,0.176041
1631,2,2,"cpu is sluggish   crashes on every app.",1,1,21,0.314640,0.080412
1632,2,0,"great when it is working  ",0,0,10,1.000000,1.000000
1632,2,1,"it crashed an can not find any help on getting it fixed been 3 weeks an still no answer as to who to send it to too get it fixed maybe year waranty is no good not sure all i know is no one has help me get my fixed what s up  ",1,1,28,0.670467,0.143505
